State,District,Taluka,Locality,Street,Landmark,Facility Name,Facility Type,Latitude,longitude,Region Indicator,Operational Status,Ownership Authority
Telangana,Hyderabad,Shaikpet,Shaikpet Hyderabad,BD Shaik Pet,Near Sai Baba Temple,Rajeev Gandhi CH BD,Primary Health Centre,17.24165,78.23492,Urban,Functional,State Government
Telangana,Hyderabad,Tirumalgiri,Begumpet,Rasoolpura,Near Begumpet Metro Railway Station,Rasoolpura ( Basti Dawakhana),Urban health and wellness center (UHWC),17.4460441,78.4744674,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,Seethafhalmandi,Seethafhalmandi,Seethafhalmandi,Ravindra Nagar (Basthi Dawakhana),Urban health and wellness center (UHWC),17.425408,78.518225,Urban,Functional,State Government
Telangana,Hyderabad,Charminar,"Reinbazar, Yakuthpura","Reinbazar, Yakuthpura","Reinbazar, Yakuthpura","Reinbazar, Yakuthpura  (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.3472,78.5083,Urban,Functional,State Government
Telangana,Hyderabad,Golconda,"Ambedkar Nagar, Film Nagar, Hyderabad",Whisper Valley,"Whisper Valley, Film Nagar","Reshambagh Community Hall, Tolichowki (Basti Dawakhana)",Urban health and wellness center (UHWC),17.4156817,78.3963662,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,"Rooplalbazar, Charminar","Rooplalbazar, Charminar","Rooplalbazar, Charminar","Rooplalbazar, Charminar (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.36874,78.476151,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,Saleem Nagar,Saleem Nagar,Opp. Race Course Club,Saleem Nagar (Basthi Dawakhana),Urban health and wellness center (UHWC),17.479138,78.36139,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,"Shalibanda, Hyderabad, Telangana","Kummari Basthi,",,Sallar E- Milath Ghaji Banda (Basti Dawakhana),Urban health and wellness center (UHWC),17.347439,78.466736,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,"Hyderabad, Telangana","New Malakpet,",,Sapotabagh (Basti Dawakhana),Urban health and wellness center (UHWC),17.364361,78.509644,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,"Humayun nagar, Hyderabad",Humayun nagar,Humayun nagar,Sarojini Devi EYE Hospital,Medical Colleges Hospital,17.4137508,78.4911984,Urban,Functional,State Government
Telangana,Hyderabad,Shaikpet,Shaikpet Ward Office (Rajeev Gandhi Community Hall,Shaikpet Ward Office (Rajeev Gandhi Community Hall,Shaikpet Ward Office (Rajeev Gandhi Community Hall,Shaikpet Ward Office (Rajeev Gandhi Community Hall (Basthi Dawakhana),Urban health and wellness center (UHWC),17.406,78.3908,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,Malakpet,Malakpet,Malakpet,Shankar Nagar (Basthi Dawakhana),Urban health and wellness center (UHWC),17.47348,78.571004,Urban,Functional,State Government
Telangana,Hyderabad,Charminar,"Hyderabad, Telangana","Mangal Hat East,",,"Shivlal Nagar Community Hall ,Dhoolpet(Basti Dwakhana)",Urban health and wellness center (UHWC),17.378593,78.459028,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,Begumpet,"RBI quarters, Brahman wadi,","behind Begumpet Public School,",Shyamlal Building (Basthi Dawakhana),Urban health and wellness center (UHWC),17.44538,78.46476,Urban,Functional,State Government
Telangana,Hyderabad,Charminar,"Chairminar Hyderabad, Telangana","Talab Katta,",,"Siddique nagar Community Hall,(Basti Dwakhana)",Urban health and wellness center (UHWC),17.349588,78.487946,Urban,Functional,State Government
Telangana,Hyderabad,Himayatnagar,"Nallakunta Main Road, Bagh Lingampally, Nallakunta, Hyderabad","Nallakunta Main Road,",,Sir Ronald Ross Institute of Tropical and Communicable Diseases,Medical Colleges Hospital,17.3961266,78.5016577,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,Secunderabad,Secunderabad,Near Delhi Public School,Southern Regional Centre of AYJNIHH (Secunderabad),Others,17.4667372,78.4886912,Urban,Functional,Central Government - Other ministries
Telangana,Hyderabad,Khairatabad,Yousufguda,Yousufguda,Yousufguda,SPR Hills (Basthi Dawakhana),Urban health and wellness center (UHWC),17.361986,78.483537,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,"Subramanya Nagar Residents Colony IS Sadan,Hyderabad","Subramanya Nagar Residents Colony IS Sadan,Hyderabad","Subramanya Nagar Residents Colony IS Sadan,Hyderabad","Subramanya Nagar Residents Colony IS Sadan,Hyderabad (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.351187,78.505047,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,"Hyderabad, Telangana","Gowlipura,",,"SuIthanshahi Play Ground, Charminar (Basti Dawakhana)",Urban health and wellness center (UHWC),17.352634,78.481178,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,Sultan Nagar Community Hall Erragadda,Sultan Nagar Community Hall Erragadda,Sultan Nagar Community Hall Erragadda,Sultan Nagar Community Hall Erragadda (Basthi Dawakhana),Urban health and wellness center (UHWC),17.447997,78.432328,Urban,Functional,State Government
Telangana,Hyderabad,Shaikpet,Jubilee Hills,Jubilee Hills,Jubilee Hills,Swami Vivekanandanagar  Jubliee Hills (Basthi Dawakhana),Urban health and wellness center (UHWC),17.428945,78.424057,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,"Banjara Hills, Hyderabad, Telangana",Banjara Hills,Banjara Hills,Syed nagar community hall (Basti Dwakhana),Urban health and wellness center (UHWC),17.406385,78.432381,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,"Tallakunta Community Hall, Maisaram","Tallakunta Community Hall, Maisaram","Tallakunta Community Hall, Maisaram","Tallakunta Community Hall, Maisaram (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.29455,78.10965,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,"Kavadiguda, Hyderabad, Telangana","Jawahar Nagar,",,TRT Ward office Gandinagar(Basti Dwakhana),Urban health and wellness center (UHWC),17.408403,78.494652,Urban,Functional,State Government
Telangana,Hyderabad,Himayatnagar,"Undabagh CH, Gaganmahal,Hyderabad.","Undabagh CH, Gaganmahal,Hyderabad.","Undabagh CH, Gaganmahal,Hyderabad.","Undabagh CH, Gaganmahal,Hyderabad. (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.410245,78.47859,Urban,Functional,State Government
Telangana,Hyderabad,Marredpally,Maredpally,Near Police station Tukaramgate,Addagutta,"Urban Primary Health Centre, Addagutta",Urban Health Centre (UPHC),17.44317475,78.5215264,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,Bahadurpura,Gowlipura,aliyabad,"Urban Primary Health Centre, Aliyabad",Urban Health Centre (UPHC),17.341389,78.473774,Urban,Functional,State Government
Telangana,Hyderabad,Charminar,charminar,Talab katta,Aman nagar,"Urban Primary Health Centre, Aman Nagar",Urban Health Centre (UPHC),17.3573995,78.4872038,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,Balagunj,"Near Falaknama Bustop ,Indian Petrol pump",Indian Petrol pump,"Urban Primary Health Centre, Balagunj",Urban Health Centre (UPHC),17.3479524,78.477148,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,Near Govt Primary School,Ghousenagar,Ghousenagar,"Urban Primary Health Centre, Bandlaguda",Urban Health Centre (UPHC),17.3512922,78.3805953,Urban,Functional,State Government
Telangana,Hyderabad,Shaikpet,Shaikpet,"Rd No. 7, Banjara Hills",E Seva Lane,"Urban Primary Health Centre, Banjara Hills",Urban Health Centre (UPHC),17.4138277,78.4397584,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,"Near  Bharath Petrol pump,Chandrayan gutta",chandrayan gutta bus stop,chandrayan gutta bus stop,"Urban Primary Health Centre, Barkas",Urban Health Centre (UPHC),17.32775678,78.48009333,Urban,Functional,State Government
Telangana,Hyderabad,Nampally,nampally,feelkhana,begumbazar,"Urban Primary Health Centre, Begum Bazar",Urban Health Centre (UPHC),17.375046,78.470577,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,Secunderabad,Bhoiguda,Bhoiguda,"Urban Primary Health Centre, Bhoiguda",Urban Health Centre (UPHC),17.427311,78.499345,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,Musheerabad,Near Goshal,Bible House,"Urban Primary Health Centre, Bible House",Urban Health Centre (UPHC),17.4283756,78.4979106,Urban,Functional,State Government
Telangana,Hyderabad,Nampally,Himayatha Nagar,Tilak Road,Tilak Road,"Urban Primary Health Centre, Boggulakunta",Urban Health Centre (UPHC),17.3900542,78.4811503,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,BOLLARUM,"RATNA COLONY, BOLLARUM",BESIDE CANTONMENT GENERAL HOSPITAL,"Urban Primary Health Centre, Bollarum",Urban Health Centre (UPHC),17.521592,78.516247,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,Khairtabad,Site 3,Beside Peeli Darga,"Urban Primary Health Centre, Borabanda",Urban Health Centre (UPHC),17.4525547,78.40800778,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,"Bowenpally, Secundrabad",Bowenpally,Bowenpally,"Urban Primary Health Centre, Bowenpally",Urban Health Centre (UPHC),17.4761763,78.4697141,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,CHANDULAL BARADARI,Near Water works office lane,Near Water works office lane,"Urban Primary Health Centre, Chandulal Baradari",Urban Health Centre (UPHC),17.351864,78.45992,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,Bahadurpura,Syed ali chabutra,charminar,"Urban Primary Health Centre, Charminar",Urban Health Centre (UPHC),17.36155,78.47475,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,Musheerabad,Srinivas Nagar,Srinivas Nagar,"Urban Primary Health Centre, Chilakalguda",Urban Health Centre (UPHC),17.4302094,78.5107801,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,Chuttalbasthi,Chuttalbasthi,Chuttalbasthi,"Urban Primary Health Centre, Chuttalbasthi",Urban Health Centre (UPHC),17.43636581,78.48841321,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,Kavadiguda,kavadiguda,Lower tank bund,"Urban Primary Health Centre, D.B.R.Mills",Urban Health Centre (UPHC),17.420062,78.483531,Urban,Functional,State Government
Telangana,Hyderabad,Charminar,Dabeerpura,Near Rly Station,Near Rly Station,"Urban Primary Health Centre, Dabeerpura",Urban Health Centre (UPHC),17.3655876,78.485669,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,Purani Haveli Chowrastha,"Tribunal Court, Darulsifa","Tribunal Court, Darulsifa","Urban Primary Health Centre, Darulshifa",Urban Health Centre (UPHC),17.3706384,78.4809135,Urban,Functional,State Government
Telangana,Hyderabad,Nampally,bahadurpura,husainialam,kokabazar,"Urban Primary Health Centre, Doodbowli",Urban Health Centre (UPHC),17.35597,78.461696,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,Secunderabad,James Street Railway Station,Minister Road,"Urban Primary Health Centre, Dr.Paul Das",Urban Health Centre (UPHC),17.432865,78.4871707,Urban,Functional,Private - not for profit
Telangana,Hyderabad,Bandlaguda,uppuguda,Lalitha bagh,Lalitha bagh,"urban Primary Health Centre, Edi Bazar",Urban Health Centre (UPHC),17.3502216,78.4928889,Urban,Functional,State Government
Telangana,Hyderabad,Himayatnagar,Koti,Himayatha Nagar,Himayatha Nagar,"Urban Primary Health Centre, Esamia Bazar",Urban Health Centre (UPHC),17.3815772,78.4884776,Urban,Functional,State Government
Telangana,Hyderabad,Shaikpet,Shaikpet,"BGR Nagar, Near Sheikpet, Nala, Film Nagar",Near Ramanaidu studio.,"Urban Primary Health Centre, Film Nagar",Urban Health Centre (UPHC),17.41618,78.408395,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,Gaddiannaram,"Red cross Hospital,Gaddianaram",Near Shiva ganga Thetatre,"Urban Primary Health Centre, Gaddianaram",Urban Health Centre (UPHC),17.366873,78.5242,Urban,Functional,Private - not for profit
Telangana,Hyderabad,Himayatnagar,HimayathaNagar,Himayatha Nagar,Himayath Nagar,"Urban Primary Health Centre, Gagan Mahal",Urban Health Centre (UPHC),17.4086225,78.4862064,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,Musheerabad,Gandhi Building,Gandhi Hospital,"Urban Primary Health Centre, Gandhi",Urban Health Centre (UPHC),17.4232244,78.5041444,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,Patigadda,Near Sanjeevaiah Park Railway Station,Near Sanjeevaiah Park Railway Station,"Urban Primary Health Centre, Gareeb Nagar",Urban Health Centre (UPHC),17.43717188,78.47652733,Urban,Functional,State Government
Telangana,Hyderabad,Golconda,Golconda,Opp: Golkonda Fort,Near bus stop,"Urban Primary Health Centre, Golconda",Urban Health Centre (UPHC),17.383309,78.4010528,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,Falkunuma,Opp.Urdu School of Boys Shamsheer Gunj X roads,Shama talkies,"Urban Primary Health Centre, Jahanuma",Urban Health Centre (UPHC),17.3388063,78.4594912,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,Darulshifa,Darulshifa,Darulshifa,"Urban Primary Health Centre, Jambaghpark",Urban Health Centre (UPHC),17.37400605,78.48341122,Urban,Functional,State Government
Telangana,Hyderabad,Shaikpet,Shaikpet,Rd No.5 Jawahar Colony,Annapurna Studio,"Urban Primary Health Centre, Jubilee Hills",Urban Health Centre (UPHC),17.429532,78.41266,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,kamatipura,Palam road,Palam road,"Urban Primary Health Centre, Kamatipura",Urban Health Centre (UPHC),17.354184,78.456012,Urban,Functional,State Government
Telangana,Hyderabad,Nampally,DHOOLPET,BALARAMGALI,BALARAMGALI,"Urban Primary Health Centre, Karwan-II",Urban Health Centre (UPHC),17.375357,78.4377031,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,RAJ BHAVAN,RAJ BHAVAN STREET,MS MAQTHA COMMUNITY HALL,"Urban Primary Health Centre, Khairtabad",Urban Health Centre (UPHC),17.415061,78.464829,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,PURANAPOOL,PARDIWADA,PARDIWADA,"Urban Primary Health Centre, Kishan Bagh",Urban Health Centre (UPHC),17.3552804,78.4432474,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,Seethaphalmandi,TRT Quarters,TRT Quarters,"Urban Primary Health Centre, Kuttivellodi",Urban Health Centre (UPHC),17.42542935,78.51822764,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,Srinagar Colony,Raheem Function Plaza,Srinagar Colony,"Urban Primary Health Centre, Madannapet",Urban Health Centre (UPHC),17.3581141,78.498635,Urban,Functional,State Government
Telangana,Hyderabad,Nampally,nampally,CHAKANWADI,GOSHAMAHAL,"Urban Primary Health Centre, Maharajgunj",Urban Health Centre (UPHC),17.3814314,78.467735,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,Near Meharaz Hotal,Babanagar,Babanagar,"Urban Primary Health Centre, Maisaram",Urban Health Centre (UPHC),17.3187768,78.48163281,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,Malakpet,Near Super market,Near Super market,"Urban Primary Health Centre, Malakpet",Urban Health Centre (UPHC),17.3730927,78.4900381,Urban,Functional,State Government
Telangana,Hyderabad,Marredpally,Mettuguda,Mettuguda,Mettuguda,"Urban Primary Health Centre, Mettuguda",Urban Health Centre (UPHC),17.43398,78.523426,Urban,Functional,State Government
Telangana,Hyderabad,Musheerabad,Mohammadguda,Mohammadguda,Mohammadguda,"Urban Primary Health Centre, Mohammedguda",Urban Health Centre (UPHC),17.421339,78.5116912,Urban,Functional,Private - not for profit
Telangana,Hyderabad,Musheerabad,Musheerabad,Rajadeluxe,Rajadeluxe Theatre,"Urban Primary Health Centre, Musheerabad",Urban Health Centre (UPHC),17.4149985,78.49817879,Urban,Functional,State Government
Telangana,Hyderabad,Nampally,NAMPALLY,NAMPALLY,NAMPALLY,"Urban Primary Health Centre, Nampally",Urban Health Centre (UPHC),17.3922731,78.4632945,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,nayapool,MGMH hospital 2nd floor,MGMH hospital 2nd floor,"Urban Primary Health Centre, Nayapool",Urban Health Centre (UPHC),17.370675,78.476354,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,MASAB TANK,PS NAGAR,MASAB TANK,"Urban Primary Health Centre, Niloufer",Urban Health Centre (UPHC),17.3986493,78.4610578,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,Ranigunj,Ranigunj,Ranigunj,"Urban Primary Health Centre, Pan Bazar",Urban Health Centre (UPHC),17.434783,78.4901118,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,panipura,karwan,karwan,"Urban Primary Health Centre, Panipura",Urban Health Centre (UPHC),17.3732304,78.4464665,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,Khairatabad,Erramanjil,"Dr. Reddys Foundations, near Civil supply bhavan","Urban Primary Health Centre, Panjagutta",Urban Health Centre (UPHC),17.42061024,78.45632259,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,Panjesha,Near gulzar house,Near gulzar house,"Urban Primary Health Centre, Panjesha-1",Urban Health Centre (UPHC),17.363136,78.4772411,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,Panjesha,Near gulzar house,Near gulzar house,"Urban Primary Health Centre, Panjesha-II",Urban Health Centre (UPHC),17.363136,78.4772411,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,PARVATHI NAGAR,Kandikal Gate,Lambadibasthi,"Urban Primary Health Centre, Parvathi Nagar",Urban Health Centre (UPHC),17.4576802,78.4023524,Urban,Functional,State Government
Telangana,Hyderabad,Secunderabad,"Picket, Hyderabad",Picket,Picket,"Urban Primary Health Centre, Picket",Urban Health Centre (UPHC),17.44777,78.49807,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,PURANAPOOL,PARDIWADA,PARDIWADA,"Urban Primary Health Centre, Puranapool-1",Urban Health Centre (UPHC),17.363852,78.459564,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,bahadurpura,GULAB SINGH BOWLI,PURANAPOOL,"Urban Primary Health Centre, Puranapool-2",Urban Health Centre (UPHC),17.3638521,78.4595644,Urban,Functional,State Government
Telangana,Hyderabad,Himayatnagar,Koti Busstop,Himayatha Nagar,Himayatha Nagar,"Urban Primary Health Centre, RFPTC",Urban Health Centre (UPHC),17.38503477,78.48903514,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,Shalivahana nagar,"Shalivahana nagar,Moosarambag","Shalivahana nagar,Moosarambag","Urban Primary Health Centre, Shalivahana Nagar",Urban Health Centre (UPHC),17.3756861,78.52147128,Urban,Functional,State Government
Telangana,Hyderabad,Shaikpet,Jubilee Hills,opp Masjid,P S Road,"Urban Primary Health Centre, Showkath Nagar",Urban Health Centre (UPHC),17.425467,78.435883,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,Sriram Nagar,Beside Govt School,Beside Govt School,"Urban Primary Health Centre, Sriram Nagar",Urban Health Centre (UPHC),17.44919038,78.42292496,Urban,Functional,State Government
Telangana,Hyderabad,Nampally,Koti Busstop,Himayatha Nagar,Himayatha Nagar,"Urban Primary Health Centre, Sultan Bazar",Urban Health Centre (UPHC),17.3913784,78.4783369,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,Taramadian,Tarana Building,Tarana Building,"Urban Primary Health Centre, Taramaidan",Urban Health Centre (UPHC),17.36186642,78.46562621,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,TEEGALKUNTA,MCH colony,MCH colony,"Urban Primary Health Centre, Teegalkunta",Urban Health Centre (UPHC),17.3342336,78.4570776,Urban,Functional,State Government
Telangana,Hyderabad,Tirumalgiri,"Trimulgherry, Hyderabad",Trimulgherry,Trimulgherry,"Urban Primary Health Centre, Trimulgherry",Urban Health Centre (UPHC),17.48022,78.51146,Urban,Functional,State Government
Telangana,Hyderabad,Marredpally,Lalapet,opp Ram theatre,opp Ram theatre,"Urban Primary Health Centre, Tukaramgate",Urban Health Centre (UPHC),17.443881,78.52136,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,Lal darwaza,Mekala Banda,Mekala Banda,"Urban Primary Health Centre, Umda Bazar",Urban Health Centre (UPHC),17.3576397,78.4620013,Urban,Functional,State Government
Telangana,Hyderabad,Bandlaguda,UPPUGUDA,", Kanchanbagh",", Kanchanbagh","Urban Primary Health Centre, Uppuguda",Urban Health Centre (UPHC),17.3378675,78.4855344,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,Swaraj Nagar,Beside Govt School,Swaraj Nagar,"Urban Primary Health Centre, Vinayak Nagar",Urban Health Centre (UPHC),17.45501713,78.41125175,Urban,Functional,State Government
Telangana,Hyderabad,Charminar,Near Rly Station,Rain Bazar,Rain Bazar,"Urban Primary Health Centre, Yakhutpura-1",Urban Health Centre (UPHC),17.359515,78.48514,Urban,Functional,State Government
Telangana,Hyderabad,Charminar,,Chunniki Batti,Jaferoad Yakuthpura,"Urban Primary Health Centre, Yakhutpura-2",Urban Health Centre (UPHC),17.359515,78.48514,Urban,Functional,State Government
Telangana,Hyderabad,Bahadurpura,"Vattipally, Jahanuma","Vattipally, Jahanuma","Vattipally,","Vattipally, Jahanuma (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.330106,78.462185,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,"Venkatagiri PJR CH, Yousufguda","Venkatagiri PJR CH, Yousufguda","Venkatagiri PJR CH, Yousufguda","Venkatagiri PJR CH, Yousufguda (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.440225,78.42266,Urban,Functional,State Government
Telangana,Hyderabad,Shaikpet,Venkateswera Nagar,Venkateswera Nagar,Venkateswera Nagar,Venkateswara Nagar (Basthi Dawakhana),Urban health and wellness center (UHWC),17.507408,78.48227,Urban,Functional,State Government
Telangana,Hyderabad,Marredpally,"ecunderabad, Telangana","Tarnaka, S",,"Vijaypuri colony, Tarnaka (Basti Dwakhana)",Urban health and wellness center (UHWC),17.42923,78.532578,Urban,Functional,State Government
Telangana,Hyderabad,Saidabad,"Hyderabad, Telangana",Santoshnagar,,"Vikas Nagar CH, Kurmaguda,Santoshnagar (Basti Dawakhana)",Urban health and wellness center (UHWC),17.363803,78.49845,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,"Vinayakrao Nagar, Borabanda","Vinayakrao Nagar,",Borabanda,"Vinayakrao Nagar, Borabanda (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.459025,78.403606,Urban,Functional,State Government
Telangana,Hyderabad,Shaikpet,"Yadgiri Nagar Community Hall, Vengalrao Nagar","Yadgiri Nagar Community Hall, Vengalrao Nagar","Yadgiri Nagar Community Hall, Vengalrao Nagar","Yadgiri Nagar Community Hall, Vengalrao Nagar (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.45,78.442,Urban,Functional,State Government
Telangana,Hyderabad,Khairatabad,"Edi Bazaar, Hyderabad",Edi Bazaar west,Krishna Nagar,"Yosufguda Basti Community Hall, Yosufguda, Khairatabad (Basti Dawakhana)",SubCentre,17.433151,78.4256253,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,"Hyderabad, Telangana 500013","Amberpet,",,Bathukamma Kunta (Basti Dawakhana),Urban health and wellness center (UHWC),17.393306,78.514722,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,near TV Studio,Ramanthapur,Ramanthapur,D.K.GOVT. HOMOEO HOSPITAL,Ayush Teaching Hospital,17.38405,78.45636,Rural,Functional,State Government
Telangana,Hyderabad,Amberpet,near TV Studio,Ramanthapur,Ramanthapur,D.K.GOVT. HOMOEO HOSPITAL,Ayush Teaching Hospital,17.38405,78.45636,Rural,Functional,State Government
Telangana,Hyderabad,Amberpet,near TV Studio,Ramanthapur,Ramanthapur,D.K.GOVT. HOMOEO HOSPITAL,Ayush Teaching Hospital,17.38405,78.45636,Rural,Functional,State Government
Telangana,Hyderabad,Amberpet,"Ramanthapur, Uppal Road",Warangal Highway Road,Beside Door Darshan TV Studio,"DK Govt Homoeopathic Hospital, Ramanthapur, Hyd",Ayush Teaching Hospital,17.397816,78.531006,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,"Ganga nagar colony,","Ganga nagar colony,",opp. D-Mart,Ganga Nagar (Basthi Dawakhana),Urban health and wellness center (UHWC),17.23126,78.30448,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,malakpet,Malakpet,sohail hotel,"Government Unani Dispensary, Kachiguda",Unani  dispensary,17.3725,78.4988,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,near TV Studio,Ramanthapur,Ramanthapur,Govt. Homoeo Pharmacy,Homoeopathy dispensary,,,Rural,Functional,State Government
Telangana,Hyderabad,Amberpet,Chaderghat,Chaderghat,beside Chaderghat Piolice Station,"Kamal Nagar, Malakpet (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.35442,78.463061,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,"Abids, Hyderabad",Fateh Maiden,Kamineni Hospital,Kamgar Nagar (Basti Dawakhana),Urban health and wellness center (UHWC),17.3987389,78.4709356,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,Narayanaguda,"Suryanagar,","Methar basti,","Methar basti, Suryanagar, Narayanaguda (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.39525,78.49041,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,"Kachiguda, Hyderabad, Telangana","Kachiguda,",,"Moulana Azad Nagar CH, Kachiguda Secbad(Basti Dwakhana)",Urban health and wellness center (UHWC),17.387064,78.495674,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,Tilaknagar,"Narsimha Basthi,",Tilaknagar,"Narsimha Basthi, Tilaknagar (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.39402,78.50744,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,"Tilaknagar, Secunderabad","Palamuri basti,","Tilaknagar, Secunderabad","Palamuri basti, Tilaknagar, Secunderabad (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.391203,78.506056,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,O.U.Road,Vidyanagar,O.U.Road,"Urban Primary Health Centre, A.M.S",Urban Health Centre (UPHC),17.40192148,78.51017565,Urban,Functional,Private - not for profit
Telangana,Hyderabad,Amberpet,Opp Ward Office,Chadarghat,Chadarghat,"Urban Primary Health Centre, Azampura",Urban Health Centre (UPHC),17.37726213,78.48953605,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,CE Colony,Near Amberpet,Near Amberpet,"Urban Primary Health Centre, Bagh Amberpet",Urban Health Centre (UPHC),17.3959949,78.5166531,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,Rajadeluxe,Musheerabad,Rajadeluxe,"Urban Primary Health Centre, Bholakpur",Urban Health Centre (UPHC),17.4207177,78.498635,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,Nehru Nagar,Kachiguda,Nehru Nagar,"Urban Primary Health Centre, Harrajpenta",Urban Health Centre (UPHC),17.391829,78.503319,Urban,Functional,State Government
Telangana,Hyderabad,Amberpet,Nallakunta,Sreeram Nagar Colony,Nallakunta,"Urban Primary Health Centre, Tilak Nagar",Urban Health Centre (UPHC),17.392175,78.508578,Urban,Functional,State Government
Telangana,Hyderabad,Ameerpet,"Hyderabad, Telangana 500018","Sanath Nagar,",,"CH Ashok Nagar, Sanath Nagar (Basti Dawakhana)",Urban health and wellness center (UHWC),17.45422,78.448906,Urban,Functional,State Government
